original_feature,importance,importance_pct
weight_class_Ultimate Fighter 21 Welterweight Tournament,0.0,0.0
weight_class_Ultimate Fighter Latin America Featherweight Tournament,0.0,0.0
weight_class_Ultimate Fighter Latin America Bantamweight Tournament,0.0,0.0
weight_class_Ultimate Fighter Latin America 3 Lightweight Tournament,0.0,0.0
weight_class_Ultimate Fighter Latin America 2 Welterweight Tournament,0.0,0.0
weight_class_Ultimate Fighter Latin America 2 Lightweight Tournament,0.0,0.0
weight_class_Ultimate Fighter China Welterweight Tournament,0.0,0.0
weight_class_Ultimate Fighter China Featherweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 4 Welterweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 4 Middleweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 3 Middleweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 3 Light Heavyweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 16 Welterweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 15 Lightweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 5 Lightweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 14 Bantamweight Tournament,0.0,0.0
weight_class_DREAM Light Heavyweight,0.0,0.0
weight_class_Middleweight,0.0,0.0
weight_class_Light Heavyweight,0.0,0.0
weight_class_Heavyweight,0.0,0.0
weight_class_DREAM Welterweight,0.0,0.0
weight_class_DREAM Lightweight,0.0,0.0
weight_class_Women's Flyweight,0.0,0.0
weight_class_Women's Featherweight,0.0,0.0
weight_class_8 Tournament,0.0,0.0
diff_last_5_avg_decision_loss,0.0,0.0
diff_last_3_fight_count,0.0,0.0
diff_last_3_avg_submission_win,0.0,0.0
weight_class_Ultimate Fighter Brazil 4 Lightweight Tournament,0.0,0.0
weight_class_Ultimate Fighter Brazil 4 Bantamweight Tournament,0.0,0.0
weight_class_Ultimate Fighter Brazil 3 Middleweight Tournament,0.0,0.0
weight_class_Pride 2000 Open Weight Tournament,0.0,0.0
weight_class_Strikeforce Lightweight,0.0,0.0
weight_class_Strikeforce Light Heavyweight,0.0,0.0
weight_class_Strikeforce Heavyweight Grand Prix,0.0,0.0
weight_class_Strikeforce Heavyweight,0.0,0.0
weight_class_Strikeforce Four-Man Middleweight Tournament,0.0,0.0
weight_class_Pride Middleweight,0.0,0.0
weight_class_Pride Lightweight,0.0,0.0
weight_class_Pride Heavyweight,0.0,0.0
weight_class_Pride 2006 Welterweight Tournament,0.0,0.0
weight_class_Pride 2006 Open Weight Tournament,0.0,0.0
weight_class_Pride 2005 Welterweight Tournament,0.0,0.0
weight_class_Pride 2005 Middleweight Tournament,0.0,0.0
weight_class_Pride 2005 Lightweight Tournament,0.0,0.0
weight_class_Pride 2004 Heavyweight Tournament,0.0,0.0
weight_class_Pride 2003 Middleweight Tournament,0.0,0.0
weight_class_Ultimate Fighter Brazil 3 Heavyweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 27 Featherweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 25 Welterweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 23 Women's Strawweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 23 Light Heavyweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 22 Lightweight Tournament,0.0,0.0
blue_last_5_avg_rev_against,0.0,0.0
blue_last_10_avg_ko_tko_loss,0.0,0.0
red_last_10_avg_ko_tko_win,0.0,0.0
diff_career_avg_decision_win,0.0,0.0
blue_stance_Switch,0.0,0.0
blue_stance_Southpaw,0.0,0.0
blue_stance_Sideways,0.0,0.0
weight_class_Ultimate Fighter 14 Featherweight Tournament,0.0,0.0
red_last_3_avg_finish_win,0.0,0.0
red_last_3_avg_finish_loss,0.0,0.0
red_last_3_avg_decision_win,0.0,0.0
blue_last_10_avg_finish_win,0.0,0.0
blue_last_5_avg_ko_tko_win,0.0,0.0
blue_last_5_avg_ko_tko_loss,0.0,0.0
blue_last_5_avg_finish_loss,0.0,0.0
blue_last_5_avg_decision_loss,0.0,0.0
red_last_10_avg_total_str_attempted_against,0.0,0.0
diff_career_avg_submission_win,0.0,0.0
red_career_avg_decision_win,0.0,0.0
diff_last_3_avg_rev_against,0.0,0.0
diff_last_3_avg_ko_tko_loss,0.0,0.0
blue_stance_Open Stance,0.0,0.0
weight_class_Ultimate Japan 2 Heavyweight Tournament,0.0,0.0
blue_career_avg_ko_tko_loss,0.0,0.0
blue_career_avg_ko_tko_win,0.0,0.0
weight_class_Ultimate Fighter 13 Welterweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 2 Welterweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 2 Heavyweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 19 Middleweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 19 Light Heavyweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 18 Women's Bantamweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 18 Bantamweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 17 Middleweight Tournament,0.0,0.0
weight_class_Ultimate Fighter Australia vs. UK Lightweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 9 Welterweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 27 Lightweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 8 Lightweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 8 Light Heavyweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 7 Middleweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 6 Welterweight Tournament,0.0,0.0
weight_class_Strikeforce Middleweight,0.0,0.0
blue_last_5_fight_count,0.0,0.0
blue_last_5_avg_win,0.0,0.0
blue_last_5_avg_td_success_for,0.0,0.0
blue_last_5_avg_submission_win,0.0,0.0
blue_last_5_avg_submission_loss,0.0,0.0
blue_last_10_avg_decision_loss,0.0,0.0
weight_class_Ultimate Fighter 28 Women's Featherweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 28 Heavyweight Tournament,0.0,0.0
weight_class_Ultimate Fighter 9 Lightweight Tournament,0.0,0.0
stance_matchup_Orthodox_vs_Open Stance,0.0,0.0
stance_matchup_Open Stance_vs_Southpaw,0.0,0.0
stance_matchup_Open Stance_vs_Orthodox,0.0,0.0
red_stance_Switch,0.0,0.0
red_stance_Sideways,0.0,0.0
red_stance_Open Stance,0.0,0.0
red_last_5_fight_count,0.0,0.0
blue_last_10_fight_count,0.0,0.0
blue_last_10_avg_total_str_attempted_against,0.0,0.0
blue_last_10_avg_td_success_for,0.0,0.0
blue_last_10_avg_submission_win,0.0,0.0
blue_last_10_avg_submission_loss,0.0,0.0
stance_matchup_Unknown_vs_Unknown,0.0,0.0
red_last_3_avg_td_success_against,0.0,0.0
stance_matchup_Switch_vs_Unknown,0.0,0.0
stance_matchup_Switch_vs_Switch,0.0,0.0
stance_matchup_Switch_vs_Southpaw,0.0,0.0
stance_matchup_Switch_vs_Orthodox,0.0,0.0
stance_matchup_Southpaw_vs_Unknown,0.0,0.0
stance_matchup_Southpaw_vs_Switch,0.0,0.0
stance_matchup_Southpaw_vs_Southpaw,0.0,0.0
stance_matchup_Southpaw_vs_Sideways,0.0,0.0
stance_matchup_Southpaw_vs_Orthodox,0.0,0.0
stance_matchup_Southpaw_vs_Open Stance,0.0,0.0
stance_matchup_Sideways_vs_Orthodox,0.0,0.0
stance_matchup_Sideways_vs_Open Stance,0.0,0.0
weight_class_Bantamweight,0.0,0.0
stance_matchup_Unknown_vs_Southpaw,0.0,0.0
red_last_3_avg_submission_win,0.0,0.0
red_last_3_avg_submission_loss,0.0,0.0
red_last_3_avg_sig_attempted_against,0.0,0.0
red_last_3_avg_rev_for,0.0,0.0
blue_last_3_avg_submission_win,0.0,0.0
diff_last_10_avg_rev_against,0.0,0.0
h2h_win_diff,0.0,0.0
red_last_3_avg_rev_against,0.0,0.0
red_last_3_avg_ko_tko_loss,0.0,0.0
red_last_5_avg_decision_loss,0.0,0.0
blue_last_3_avg_rounds_fought,0.0,0.0
blue_last_3_avg_rev_for,0.0,0.0
blue_last_3_avg_rev_against,0.0,0.0
stance_matchup_Orthodox_vs_Sideways,0.0,0.0
blue_last_3_avg_ko_tko_loss,0.0,0.0
blue_last_3_avg_kd_for,0.0,0.0
h2h_total_fights,0.0,0.0
h2h_red_wins,0.0,0.0
h2h_red_win_rate,0.0,0.0
h2h_blue_wins,0.0,0.0
diff_last_5_avg_win,0.0,0.0
diff_last_10_avg_sig_attempted_for,0.0,0.0
red_last_5_avg_rev_for,0.0,0.0
red_last_5_avg_kd_against,0.0,0.0
red_last_5_avg_finish_win,0.0,0.0
diff_last_5_avg_submission_win,0.0,0.0
diff_last_5_avg_rounds_fought,0.0,0.0
blue_last_3_avg_ko_tko_win,0.0,0.0
